"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping","Mapping: Idea4RC Subject model to FHIR R4 Map"
"CancerUnderStudy","CancerUnderStudy","","","",0,*,"","","","null {[]} {[]}
","Cancer Under Study","Subject of care 
Maturity Level: 0 Draft","","","","","","","","","",,,,,"",,,,"Base",0,*,"","","TBD"
"CancerUnderStudy.diagnosisDate","CancerUnderStudy.diagnosisDate","","","",0,1,"","","","date {[]} {[]}
","Date of diagnosis","Date of the procedure from which the specimen was obtained that allowed the histological diagnosis.","Must be formatted as YYYY-MM-DD. Leave empty if not known. Optional rule : Possible date anonymisation by
setting the 15th of every month i.e.: YYYY-MM-15. If the month is not known, we set it to June (06).","","","","","","","","",,,,,"",,,,"CancerUnderStudy.diagnosisDate",0,1,"","","TBD"
"CancerUnderStudy.ageAtDiagnosis","CancerUnderStudy.ageAtDiagnosis","","","",0,1,"","","","integer {[]} {[]}
","Age at diagnosis","Age of the patient at the time of the diagnosis.
required if date of diagnosis known","An integer value > 0. We use the -1 value for unknown. Automatic  calculation from date of birth and date of diagnosis.","","","","","","","","",,,,,"",,,,"CancerUnderStudy.ageAtDiagnosis",0,1,"","","TBD"
"CancerUnderStudy.histologyGroup","CancerUnderStudy.histologyGroup","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Histology (WHO 2017) group","Histology of prymary tumour according to WHO 2017 clasification.","A value in the WHO 2017 H&N classification list.","","","","","","","","",,,,,"",,,,"CancerUnderStudy.histologyGroup",0,1,"","","TBD"
"CancerUnderStudy.histologySubgroup","CancerUnderStudy.histologySubgroup","","","",0,*,"","","","BackboneElement {[]} {[]}
","histologySubgroup.histology (WHO 2017) subgroup","Specifies the histological subgroup","","","","","","","","","",,,,,"",,,,"CancerUnderStudy.histologySubgroup",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","TBD"
"CancerUnderStudy.histologySubgroup.id","CancerUnderStudy.histologySubgroup.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"CancerUnderStudy.histologySubgroup.extension","CancerUnderStudy.histologySubgroup.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"CancerUnderStudy.histologySubgroup.modifierExtension","CancerUnderStudy.histologySubgroup.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"CancerUnderStudy.histologySubgroup.histologySquamous","CancerUnderStudy.histologySubgroup.histologySquamous","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Specifies the histological subgroup for squamous cancers","Specifies the histological subgroup for squamous cancers","A value in the WHO 2017 H&N squamous classification list.","","","","","","","","",,,,,"",,,,"CancerUnderStudy.histologySubgroup.histologySquamous",0,1,"","","TBD"
"CancerUnderStudy.histologySubgroup.histologyAdenocarcinoma","CancerUnderStudy.histologySubgroup.histologyAdenocarcinoma","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Specifies the histological subgroup for adenocarcinomas","Specifies the histological subgroup for adenocarcinomas","A value in the WHO 2017 H&N adenocarcinoma classification list.","","","","","","","","",,,,,"",,,,"CancerUnderStudy.histologySubgroup.histologyAdenocarcinoma",0,1,"","","TBD"
